gene_id,A10_Ta18fBr_a,A11_Ta18fBr_b,A12_Ta18fBr_c,B10_CY07fBr_a,B11_CY07fBr_b,B12_CY07fBr_c,D10_Ta18mBr_a,D11_Ta18mBr_b,D12_Ta18mBr_c,E10_CY07mBr_a,E11_CY07mBr_b,E12_CY07mBr_c
FBgn0240583,2339,1931,1789,2035,1763,9623,2204,2201,2466,2123,1804,1798
FBgn0240582,12541,9531,9293,10305,8613,45506,13165,12215,13571,12775,9535,8562
FBgn0240585,211,210,229,268,209,1301,262,289,290,310,209,211
FBgn0237206,1653,1255,1310,1143,1038,6025,1806,1561,1856,1627,1196,1120
FBgn0240586,7196,6352,5519,2907,2587,14532,8301,8689,9465,2789,3012,3031
FBgn0259056,2,2,3,0,2,13,2,2,3,4,1,1
FBgn0242988,4,3,0,11,6,27,11,3,9,10,7,4
FBgn0242987,2463,2004,1921,2075,1973,10871,2725,2276,2610,2388,2200,2072
FBgn0242986,877,696,750,817,673,3350,815,900,929,777,661,642
FBgn0242985,198,164,149,199,149,773,289,254,252,245,183,106
FBgn0242984,0,3,0,0,0,3,0,0,0,0,0,0
FBgn0242983,0,1,2,0,0,4,5,5,0,0,0,0
FBgn0242982,1,0,0,0,0,0,6,0,6,0,0,0
FBgn0242981,945,779,841,751,604,3434,896,774,881,912,563,549
FBgn0242980,2,0,0,4,2,18,0,3,0,10,8,3
FBgn0228190,0,0,2,0,0,2,0,0,4,0,0,0
FBgn0084145,366,297,302,272,233,1273,332,390,319,236,200,173
FBgn0233641,10,12,3,134,109,842,26,16,20,147,137,122
FBgn0258326,9,5,8,6,4,75,5,10,10,64,9,9
FBgn0238122,68,6,4,27,9,41,29,59,20,34,22,1
FBgn0228794,2771,2360,2043,2532,2415,12799,2663,2630,2967,2833,2667,2304
FBgn0233643,2287,2324,1847,2552,2301,11786,2211,2466,2811,2049,2192,2171
FBgn0230249,2805,2174,2246,2771,2234,12280,2677,2419,2899,3120,2243,2014
FBgn0230248,5324,5819,4341,5164,4957,27733,5023,5719,6296,3977,4811,4467
FBgn0239317,0,0,0,0,0,3,0,0,3,0,0,0
FBgn0230245,2,4,6,20,9,101,0,2,5,8,8,9
FBgn0230244,248,77,94,155,116,622,96,84,100,157,71,93
FBgn0230247,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0230246,8,0,0,24,0,2,0,2,2,16,8,0
FBgn0230240,799,708,632,843,734,3539,778,874,914,769,713,606
FBgn0230243,441,371,333,199,149,811,477,394,446,271,162,133
FBgn0230242,28475,28230,23379,27567,27993,148125,28868,32633,34922,26817,28692,27664
FBgn0238472,53,27,23,22,18,142,22,33,45,11,11,17
FBgn0238380,927,671,821,874,637,3644,790,856,818,928,733,584
FBgn0238470,3794,3085,2729,3764,3108,16485,4062,3991,4460,3353,3350,3010
FBgn0238471,138,147,168,152,170,817,156,166,171,172,218,138
FBgn0238476,649,684,523,470,598,2625,688,891,756,707,533,559
FBgn0238477,1107,893,912,932,784,4705,1001,1135,1305,1276,928,1003
FBgn0238474,10,6,13,16,10,58,8,10,6,12,4,6
FBgn0238381,3398,2324,2553,2932,2506,13010,3436,3137,3240,3642,2760,2403
FBgn0238478,27,9,22,21,23,99,20,17,16,22,6,18
FBgn0233311,10441,9439,8585,8637,8802,45557,10443,11639,11597,9382,9033,8756
FBgn0275451,1006,960,898,738,682,3163,1054,920,1227,760,726,562
FBgn0243423,2954,2459,2219,2594,2262,11685,3025,3098,3192,2786,2298,2242
FBgn0275450,13,9,7,24,8,80,9,7,11,24,7,11
FBgn0234110,432,349,380,392,310,1739,507,431,485,469,369,316
FBgn0275457,0,2,0,0,0,2,4,0,0,0,0,0
FBgn0243421,102,116,93,150,167,1031,45,62,120,112,133,145
FBgn0275456,0,0,0,0,0,3,3,0,0,0,2,0
FBgn0234112,916,755,705,777,580,3269,820,829,1004,968,704,611
FBgn0258320,55,24,28,68,35,332,49,76,65,178,95,54
FBgn0238386,91,62,66,14,24,128,109,76,75,29,40,15
FBgn0243427,2088,1796,1875,2894,2451,13927,2081,2226,2261,3690,2846,2294
FBgn0275454,0,2,0,0,0,0,0,0,0,0,2,0
FBgn0238376,561,389,401,458,442,2359,476,572,447,539,427,469
FBgn0234114,6,12,2,6,2,26,6,25,8,16,9,4
FBgn0258677,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0234441,19,18,7,13,18,51,24,10,14,12,10,4
FBgn0243424,4,8,14,12,9,54,15,32,18,10,12,10
FBgn0232017,3180,3342,2864,2710,2903,14425,3330,3563,3981,2638,2699,2722
FBgn0235219,1364,1195,1075,1149,1083,5481,1150,1215,1440,935,912,853
FBgn0275636,23,21,20,27,16,178,24,30,35,41,40,29
FBgn0275635,14,20,18,4,9,19,24,38,49,12,14,24
FBgn0275634,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0275633,3,0,0,0,4,6,2,0,2,0,0,0
FBgn0275632,0,0,6,0,0,11,0,2,0,0,0,0
FBgn0235749,61,19,25,23,47,141,59,47,69,40,41,14
FBgn0275630,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0242323,7667,12607,9055,14001,15757,83244,10527,14607,16315,8762,16590,17746
FBgn0242322,3139,2860,2447,2919,2645,13414,3440,3125,3906,3314,2795,2362
FBgn0235213,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0235212,0,0,0,4,0,0,0,0,0,24,0,0
FBgn0242327,644,577,520,561,500,2855,647,596,769,552,534,551
FBgn0242326,40,28,45,65,55,313,32,36,34,41,48,33
FBgn0275639,0,0,2,0,3,29,5,3,3,0,0,0
FBgn0235216,0,0,2,0,0,0,2,0,0,0,0,0
FBgn0241988,4,0,0,0,0,0,2,0,0,0,0,0
FBgn0241989,2,0,4,0,0,0,5,17,0,0,0,0
FBgn0241986,4,13,8,0,7,21,0,1,13,5,10,15
FBgn0241987,0,0,0,0,0,0,3,0,0,0,0,0
FBgn0241985,53,68,41,45,36,240,19,25,68,108,124,125
FBgn0232018,7,2,7,9,2,25,7,14,6,4,6,4
FBgn0241980,189,163,156,190,173,898,231,239,186,209,157,123
FBgn0241981,0,0,2,0,0,0,0,0,0,0,0,0
FBgn0258322,1,1,1,0,0,2,1,0,1,1,1,0
FBgn0232019,21,6,2,5,5,17,32,9,10,7,5,2
FBgn0233740,1322,1895,1157,1743,1673,10223,1722,1925,2154,1540,2053,2059
FBgn0238063,0,4,0,4,8,26,0,2,0,11,9,2
FBgn0238062,443,360,467,477,283,1437,587,451,524,416,290,351
FBgn0238065,641,501,527,522,255,1238,907,869,576,252,558,233
FBgn0238064,0,0,0,2,0,10,0,0,0,0,2,0
FBgn0233747,0,0,2,611,0,14,5,2,6,627,5,5
FBgn0233746,729,525,517,666,583,3175,730,611,695,856,587,541
FBgn0238069,99,111,94,97,55,495,125,119,118,76,76,50
FBgn0233748,1478,1483,1402,1494,1209,7271,1738,1849,2154,1714,1495,1323
FBgn0276832,0,0,4,0,0,2,0,0,0,0,0,0
FBgn0242060,36,13,17,26,21,123,24,54,16,18,19,18
FBgn0242061,31,30,21,12,25,81,22,23,37,12,20,16
FBgn0242062,204,166,201,149,104,586,208,240,234,145,112,105
FBgn0242063,5861,5882,5215,6104,7007,35879,5988,6864,8295,4725,6651,6518
FBgn0242064,1412,2579,1810,2601,2623,15176,1871,2518,2800,1748,2205,2823
FBgn0242065,0,0,0,0,0,8,0,4,0,0,1,0
FBgn0242066,651,685,631,707,665,3244,655,927,796,771,693,741
FBgn0229085,984,835,759,884,795,4336,978,836,1073,1134,888,737
FBgn0242069,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0229087,166,151,129,185,154,804,207,166,178,170,139,151
FBgn0229081,0,0,0,4,0,7,2,0,0,0,0,2
FBgn0229082,209,120,170,201,179,1063,153,131,162,231,177,171
FBgn0239179,80,70,50,95,95,544,97,76,90,96,108,81
FBgn0233631,0,10,6,13,10,37,11,16,12,22,6,8
FBgn0068516,15326,14952,12008,12616,12687,64451,14392,15698,18107,11375,12439,12740
FBgn0068041,1685,1640,1605,1878,1611,8753,1541,1783,2151,1705,1744,1443
FBgn0068042,2160,2003,1679,2427,2490,13258,2305,2681,3138,2139,2674,2514
FBgn0068043,2334,1872,1955,2280,1923,10228,2650,2292,2581,2785,2076,1816
FBgn0068512,4112,2982,3345,4356,2851,17279,4847,4598,4677,6307,4032,3257
FBgn0068045,2228,1640,1678,1916,1591,8415,2333,2072,2410,2232,1735,1512
FBgn0068510,14828,11043,12008,15473,10671,58072,15419,13254,14083,18315,11681,10218
FBgn0068047,40635,31630,31726,40156,28799,155080,48992,42769,45384,55565,36709,33205
FBgn0068048,24870,19489,20029,25166,19258,98535,25234,23059,24964,28817,19704,17871
FBgn0068049,63614,53910,53646,69491,47926,269291,67257,65567,71520,80132,58847,50432
FBgn0068518,1151,923,921,904,874,4497,1129,1092,1182,1166,996,820
FBgn0068519,6873,6041,5229,6459,5911,31893,6426,6954,7369,6289,6054,5891
FBgn0229557,4736,4157,3508,4237,4420,22450,4992,5148,5837,4138,4719,4644
FBgn0229556,31357,27797,26406,32390,27650,151916,35223,35129,39279,30628,32313,28759
FBgn0229555,4607,4116,3501,3732,3310,17343,4772,4704,5299,3629,3533,3634
FBgn0229554,900,780,642,621,619,3029,979,916,972,754,638,562
FBgn0229553,408,287,337,385,313,1765,438,457,494,551,436,321
FBgn0229552,17250,12608,13679,9545,7631,41660,16485,14770,17015,11410,9350,8101
FBgn0229551,2989,2342,2155,2076,1986,10288,2686,2762,2930,2081,2046,1930
FBgn0229550,4,2,0,2,0,0,2,0,0,0,0,2
FBgn0228575,90,132,99,73,79,358,130,137,152,80,70,79
FBgn0229559,0,0,0,0,0,9,2,0,0,2,0,2
FBgn0234168,0,3,0,28,0,0,0,0,0,24,0,0
FBgn0228146,2616,2744,2265,2162,2218,11895,2552,2847,3528,2280,2427,2263
FBgn0228145,6,0,0,0,0,2,0,0,3,0,0,0
FBgn0228144,2,0,0,2,0,5,0,0,0,2,0,2
FBgn0228143,188,170,138,158,173,770,178,201,222,158,153,160
FBgn0238028,15,4,10,20,3,48,14,6,3,22,16,10
FBgn0228141,13,25,12,11,26,63,4,32,16,37,38,20
FBgn0228140,2031,1735,1628,2251,1704,10035,2075,2084,2138,2808,1956,1732
FBgn0239916,807,497,643,515,400,2259,795,908,836,697,508,375
FBgn0239917,123,89,137,140,134,485,113,157,145,113,109,119
FBgn0239914,2,0,0,0,0,0,0,0,0,0,0,0
FBgn0234163,0,0,0,0,2,7,5,0,0,3,0,2
FBgn0239912,0,0,0,0,0,2,2,0,0,0,0,0
FBgn0239913,0,0,3,8,7,19,0,5,0,6,5,3
FBgn0239910,9,6,1,5,0,13,6,0,5,2,3,1
FBgn0239911,678,498,486,622,556,2792,693,641,685,567,515,517
FBgn0236304,9071,8256,7451,10720,8752,45756,9857,9885,10734,9981,9495,8565
FBgn0234335,702,610,603,718,642,3064,835,752,897,886,627,539
FBgn0229438,89,52,40,84,101,450,81,76,90,67,109,65
FBgn0229439,13835,12871,11390,11248,9807,54767,13426,14886,15699,12978,10399,9761
FBgn0229434,671,490,434,483,437,2330,681,612,672,662,456,490
FBgn0229435,3825,3222,2880,4034,3348,17037,4133,3915,4209,4076,3520,3440
FBgn0229436,8327,8778,7118,6367,6153,32476,7960,8739,10060,4308,5570,5866
FBgn0229437,391,302,253,274,231,1100,236,310,416,151,196,153
FBgn0229430,701,546,591,676,552,2829,680,640,742,649,571,521
FBgn0229431,1333,1274,1120,1439,1209,6407,1336,1321,1520,1623,1202,1190
FBgn0229432,33503,25482,27162,37814,24721,141459,40981,32884,35237,47284,30554,25844
FBgn0229433,58468,55514,50898,71022,64422,332074,63495,70633,81863,63630,71508,61560
FBgn0237666,729,600,530,771,683,3455,801,826,964,555,767,694
FBgn0237667,4893,4637,4364,4545,4385,22796,5026,5127,5472,4812,4374,4188
FBgn0237664,0,0,0,0,0,0,0,0,0,2,0,0
FBgn0237662,522,390,345,23,24,122,447,497,451,23,23,20
FBgn0237663,321,223,240,333,340,1582,224,232,295,358,337,226
FBgn0237660,44382,67352,48640,58185,70091,338945,53013,74114,82962,43544,67208,69041
FBgn0232837,8,0,0,8,4,33,0,0,2,4,0,0
FBgn0232838,606,401,373,1019,1015,5158,699,865,913,1591,1493,1468
FBgn0232839,901,878,788,1086,1034,5388,1090,1057,1178,694,992,991
FBgn0240913,4116,3789,3297,3778,3299,18383,3948,3943,4680,4180,3702,3496
FBgn0237668,424,283,266,281,279,1161,377,340,361,302,244,193
FBgn0237669,1698,1326,1273,1465,1190,6193,1694,1737,1830,1566,1250,1132
FBgn0240364,0,0,0,3,0,7,0,0,0,2,0,3
FBgn0239221,3510,3639,2973,3343,3608,19012,3478,3931,4399,2773,3360,3448
FBgn0276389,0,0,0,0,0,2,0,0,0,0,0,0
FBgn0240219,3,7,0,10,1,23,2,0,0,5,8,5
FBgn0240218,14,19,14,18,11,100,23,29,24,28,20,23
FBgn0240213,48,55,52,33,57,216,42,48,60,58,72,54
FBgn0240212,668,492,448,300,327,1353,692,707,843,454,360,274
FBgn0240215,0,0,0,0,2,0,0,0,0,2,0,4
FBgn0240214,12224,10831,10025,12970,11075,53659,12243,12965,12452,15977,12165,10628
FBgn0240216,0,4,0,4,3,26,3,0,0,7,3,4
FBgn0243009,159,120,122,100,97,697,110,132,159,91,100,84
FBgn0243008,2436,1885,1685,2204,1824,9566,2421,2273,2684,2507,2006,1755
FBgn0234674,6,6,0,15,2,24,8,6,2,8,18,6
FBgn0243001,475,354,362,126,170,633,459,458,433,137,106,156
FBgn0243000,109,43,70,296,136,716,56,54,57,39,26,162
FBgn0243003,799,667,698,697,656,3126,785,804,843,788,586,643
FBgn0243002,1790,1424,1479,1656,1414,7668,1764,1870,1952,2079,1625,1420
FBgn0243005,9311,8680,7262,10335,10211,49708,9281,9796,11037,9458,9907,9797
FBgn0243004,1813,1584,1378,1995,1819,9747,1750,1871,2024,2377,1909,1710
FBgn0243007,252,229,158,208,165,921,190,188,284,207,165,181
FBgn0243006,1890,1671,1536,1852,1684,8649,1970,2079,2044,2266,1671,1625
FBgn0258610,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0233111,92,73,67,75,70,421,77,99,80,51,80,76
FBgn0231576,5784,4847,5019,5120,3771,19906,6681,6199,6745,5949,4077,3390
FBgn0234675,821,641,545,685,602,3206,772,792,847,821,572,598
FBgn0233112,0,0,0,0,0,5,0,0,0,0,0,0
FBgn0275629,50,31,36,34,34,219,66,28,56,42,25,28
FBgn0239376,216,236,199,360,422,2077,260,257,318,325,318,395
FBgn0234257,203,226,166,214,192,930,359,307,372,333,250,235
FBgn0239374,29,24,26,2,4,19,30,31,29,2,4,0
FBgn0236135,532,485,390,592,641,3418,489,501,577,712,693,626
FBgn0236134,1202,954,983,1214,942,5698,1401,1093,1331,1500,1218,1065
FBgn0236137,818,635,720,855,655,3567,1056,892,971,1064,725,778
FBgn0234255,3736,2371,2385,2823,2389,12973,3407,3123,3388,2772,2342,2637
FBgn0236131,1612,1325,1522,1547,1358,7500,1766,1786,1944,1945,1477,1319
FBgn0236133,1417,1230,992,884,773,3751,1416,1263,1500,984,837,796
FBgn0236132,7463,7774,6553,9825,10751,54533,8629,9866,10737,7764,10197,10447
FBgn0243312,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0236139,8,10,0,0,2,9,15,30,9,5,0,6
FBgn0236138,841,809,706,781,602,3445,906,938,954,836,613,633
FBgn0238668,22,14,18,18,22,134,17,14,20,22,27,30
FBgn0238667,5,1430,1346,4,1212,6336,1364,1480,1719,1414,999,42
FBgn0238666,0,2,0,0,0,0,0,0,0,0,0,0
FBgn0238665,30,2,24,11,6,47,23,33,21,6,0,3
FBgn0238664,2056,1854,1597,1620,1346,7302,1925,1930,2120,1697,1378,1284
FBgn0238663,3,4,0,12,0,50,13,14,3,0,7,4
FBgn0238662,13,6,2,14,12,78,3,10,0,14,9,0
FBgn0238661,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0238660,42,43,48,28,33,194,37,24,23,10,17,13
FBgn0232654,0,2,0,3,0,6,3,2,0,0,1,3
FBgn0232657,9036,7818,6814,8337,7910,40742,9623,9715,9978,9646,8011,7496
FBgn0232650,271,211,142,289,287,1417,198,209,265,372,291,285
FBgn0232651,0,0,0,0,0,0,0,0,4,0,0,0
FBgn0232658,0,0,0,0,0,1,1,2,2,4,4,7
FBgn0241168,34,46,10,28,22,98,47,144,86,35,32,32
FBgn0241169,10,0,8,0,0,4,2,0,2,0,0,0
FBgn0231871,925,735,707,480,459,2414,899,1019,1001,687,529,482
FBgn0241162,2353,1751,1719,1628,1551,7908,2050,2242,2206,1579,1658,1258
FBgn0241163,540,463,469,410,347,1970,562,572,591,437,358,381
FBgn0241164,0,2,0,101,74,332,1,0,0,108,114,68
FBgn0241165,1315,999,1029,1008,726,3768,1332,1295,1385,1284,892,656
FBgn0241166,0,0,0,0,0,2,0,0,0,0,3,0
FBgn0241167,9233,8021,7409,8804,7695,41044,9356,9068,10442,9638,8521,7201
FBgn0234258,14,28,7,39,13,56,57,46,36,59,62,35
FBgn0234259,7258,6905,6165,7351,5981,34509,5926,6383,7003,6868,5969,5287
FBgn0235160,3216,4366,3665,3580,4728,22959,4651,6988,7852,2735,4834,4532
FBgn0083335,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0083334,1499,1338,1121,1534,1395,6955,1524,1527,1641,1720,1268,1287
FBgn0083337,0,0,0,6,4,22,0,0,0,4,5,0
FBgn0083330,25265,26137,23440,27562,25545,133854,27161,32218,37090,24819,27818,25175
FBgn0083333,1979,1779,1599,1716,1250,7499,1877,1842,2009,1962,1441,1319
FBgn0083332,1205,1138,1029,1293,1160,5817,1149,1126,1241,1391,1065,1010
FBgn0235889,3443,3252,3051,2512,2559,12776,3499,3937,4433,2380,2442,2401
FBgn0242842,533,479,438,439,439,2249,437,472,648,500,428,389
FBgn0235027,139,133,293,121,111,367,333,242,326,306,306,336
FBgn0242840,208,115,159,142,127,597,137,129,190,192,138,103
FBgn0242841,0,0,0,0,0,2,0,0,0,0,0,0
FBgn0242846,80,56,67,56,46,183,123,64,75,100,34,72
FBgn0242847,445,377,324,392,263,1409,327,370,452,339,289,234
FBgn0242844,15,29,7,11,7,68,39,30,24,22,17,11
FBgn0242845,5510,4583,4186,5865,4829,25648,5181,4901,5677,5105,4474,4260
FBgn0241818,16903,17446,13663,18571,18476,102278,17844,18819,21655,17392,19268,19936
FBgn0242848,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0235028,5,0,0,0,1,2,0,0,0,0,0,0
FBgn0241819,274,290,320,193,152,864,287,294,392,231,208,144
FBgn0258445,0,0,0,0,0,0,0,1,0,0,0,1
FBgn0238010,25,0,14,22,22,70,23,16,13,20,13,20
FBgn0228709,41124,33196,32007,41634,38689,189468,36045,39104,39746,37971,35216,31713
FBgn0258814,0,0,0,0,1,3,0,2,0,3,2,1
FBgn0258444,0,0,0,0,0,0,0,0,0,0,1,0
FBgn0228705,0,2,0,6,4,9,3,2,0,12,2,5
FBgn0228704,26,5,4,0,0,28,0,6,2,0,5,0
FBgn0232116,22233,26888,21107,30202,28992,151037,26408,31514,36142,24272,30439,28540
FBgn0228706,797,1439,914,1179,1176,7595,1280,1426,1528,723,1091,1325
FBgn0228701,49,8,11,7,13,10,30,52,28,11,15,7
FBgn0228700,1204,1060,1027,1216,925,5071,1195,1185,1299,1437,1125,774
FBgn0228703,0,0,0,0,0,2,0,0,0,0,0,0
FBgn0228702,33,4,8,1,2,2,26,38,36,0,3,0
FBgn0228491,0,0,0,0,6,7,2,0,4,0,0,0
FBgn0230478,10,12,23,13,22,93,26,23,7,17,13,9
FBgn0258446,0,0,0,0,1,1,0,0,0,1,1,0
FBgn0241815,203,150,130,194,151,834,126,145,174,162,123,156
FBgn0230472,5569,3433,5098,5902,4751,26152,4595,4396,7391,5774,5026,5735
FBgn0230473,1193,1038,1059,1446,1106,6180,1312,1219,1531,1030,1248,1109
FBgn0230471,4,17,4,19,20,146,26,0,17,0,18,19
FBgn0230476,22,29,16,18,28,111,35,40,48,32,22,29
FBgn0230477,7054,5906,5427,6579,5936,30563,7536,7172,7537,7753,6276,6302
FBgn0230474,4,2,0,2,5,30,11,0,13,0,5,6
FBgn0230475,105,80,79,85,59,374,100,96,102,76,82,80
FBgn0241331,774,566,498,761,567,3047,829,771,847,900,650,580
FBgn0241817,0,0,0,1,0,0,2,0,0,0,0,1
FBgn0258443,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0067938,49196,37441,39319,51584,41940,221346,57803,54346,58760,62904,48309,42743
FBgn0232115,23361,28732,22978,34494,36550,196649,26624,30941,38178,21711,33639,33766
FBgn0228495,2718,2296,2413,2625,2255,12540,2971,2951,3168,2949,2547,2152
FBgn0258442,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0234159,0,0,0,0,0,6,9,0,0,0,2,0
FBgn0241811,6,9,14,0,3,25,15,8,22,4,11,6
FBgn0228631,4739,6370,5345,7049,6871,35834,5351,6558,8139,4848,5682,5648
FBgn0231309,376,241,310,236,204,1278,323,357,381,284,225,180
FBgn0238119,234,218,191,175,144,735,313,267,247,195,189,143
FBgn0258539,6,0,4,2,1,6,2,0,2,2,1,0
FBgn0258538,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0241578,0,4,3,4,4,6,7,6,0,0,4,3
FBgn0258535,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0231302,9147,7650,6995,8197,6935,37141,9969,9905,10897,7824,7931,7554
FBgn0258537,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0258536,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0231307,176,95,92,83,85,312,179,193,109,125,92,74
FBgn0231306,5746,5349,4756,4257,4627,21829,5987,6478,6840,4102,4421,4003
FBgn0258533,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0258532,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0228632,746,613,609,543,517,2634,582,646,778,643,460,430
FBgn0241762,597,371,424,324,272,1497,410,487,544,281,283,191
FBgn0228634,60,43,37,47,68,258,60,36,37,43,45,29
FBgn0068211,1867,1656,1560,1904,1521,8623,1966,1917,2119,2066,1770,1604
FBgn0277299,32,41,21,7,14,85,17,36,29,11,11,15
FBgn0277298,6,0,0,2,3,2,0,4,4,0,0,0
FBgn0228637,5712,6461,4578,7278,6941,37692,7064,7748,8860,5792,6733,7023
FBgn0230658,14432,15623,12272,44047,43491,252719,15415,17698,19830,33358,42749,41282
FBgn0067930,129591,105638,104609,141325,121142,601842,165172,152648,174617,169327,140270,116471
FBgn0277293,8,4,1,5,9,41,5,2,4,3,2,7
FBgn0277292,25,15,13,38,14,133,24,21,37,34,35,31
FBgn0230654,6,0,0,4,0,0,10,0,0,2,0,0
FBgn0230655,3557,3272,2719,3613,3064,17362,3490,3457,3899,3805,3112,3069
FBgn0277297,25,27,23,26,20,112,17,25,23,9,14,12
FBgn0277296,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0230650,12,8,10,15,26,59,10,14,23,7,6,4
FBgn0277294,3,4,18,5,5,48,20,20,27,4,3,12
FBgn0235682,1598,1888,1651,1924,2114,10677,1765,2247,2596,1484,2024,2057
FBgn0234530,184,137,119,191,135,685,195,169,186,144,148,163
FBgn0235680,14383,15723,13929,15010,14865,75989,16005,18026,20137,12398,14721,15787
FBgn0068212,51,41,33,23,9,57,65,34,33,17,12,4
FBgn0235686,25,22,14,26,19,118,39,37,23,20,17,23
FBgn0235687,0,0,0,0,0,2,0,2,0,0,0,0
FBgn0235684,17683,19556,16138,21577,22512,116267,19032,22815,26129,17901,23495,23328
FBgn0068215,3932,3343,3065,3558,3151,17028,3611,3516,4017,4187,3490,3357
FBgn0235688,385,464,348,374,547,3298,423,598,483,340,559,432
FBgn0235689,14367,20370,17318,19423,18636,100562,16281,20200,23383,15023,17704,17638
FBgn0067934,7557,5817,6006,7578,6441,33559,7744,7493,7790,8557,7079,6357
FBgn0068217,1226,885,885,903,654,3666,1168,1035,1127,1124,641,506
FBgn0067936,1296,1459,1161,1086,1009,4706,1338,1720,1584,1100,762,743
FBgn0084814,450,330,283,321,285,1251,560,551,712,508,440,425
FBgn0234537,3022,2405,2349,2877,2264,12053,3105,2840,3138,3490,2727,2303
FBgn0239215,0,0,2,0,0,7,0,0,2,2,0,0
FBgn0239178,60,49,21,12,5,26,57,53,63,25,10,18
FBgn0239217,8301,6391,5205,7640,6841,32543,8110,7954,8435,8223,7492,7482
FBgn0239216,1807,1167,938,1858,1228,5790,888,535,1123,788,782,818
FBgn0276539,8,0,17,17,14,46,11,16,4,13,10,22
FBgn0234370,1427,1338,1175,1100,1132,5505,1410,1646,1658,1095,1138,1108
FBgn0234372,12605,17257,13869,19356,19007,107389,18357,21852,26584,15560,21516,20773
FBgn0276535,170,133,136,377,227,1334,76,51,90,97,90,129
FBgn0276534,3,1,0,5,0,0,3,0,3,4,2,2
FBgn0276537,16,21,20,9,4,38,22,26,26,8,8,8
FBgn0276536,532,402,420,290,242,1421,516,481,663,376,287,256
FBgn0239219,7971,6714,5823,7047,6507,35219,7821,8205,8831,7455,7156,6862
FBgn0239218,56,60,22,94,70,445,41,59,63,66,93,83
FBgn0276533,1261,1451,1250,966,889,3208,1970,2129,1628,1017,674,811
FBgn0276532,12441,10905,10643,12296,11371,58015,11826,12273,14786,13519,10461,9921
FBgn0277129,0,2,2,0,1,16,0,4,0,4,3,4
FBgn0277128,1,1,12,17,1,50,15,25,8,9,14,19
FBgn0277125,0,0,0,0,0,5,2,0,0,0,0,0
FBgn0277124,12,11,3,14,15,74,11,7,5,14,13,5
FBgn0277127,0,0,0,0,0,0,0,0,0,4,0,0
FBgn0240818,633,480,468,505,383,2211,732,613,699,721,478,478
FBgn0277121,12,7,3,6,7,19,3,7,11,6,6,7
FBgn0277120,0,0,0,0,0,0,0,2,0,0,0,2
FBgn0277123,0,2,0,0,0,3,2,0,0,0,0,0
FBgn0277122,0,0,2,0,0,3,0,0,0,0,0,0
FBgn0235974,8855,7506,6913,6018,4982,24495,9191,9348,10618,7574,5992,5172
FBgn0235975,88,102,65,69,50,398,97,81,104,67,58,54
FBgn0235976,4,0,0,0,1,7,2,9,3,0,0,0
FBgn0235977,5674,4707,4683,6186,4738,26196,6328,5891,6408,8451,5872,5102
FBgn0235970,3470,2685,2790,3461,2765,14820,3922,3748,3968,4726,3364,3005
FBgn0235971,329,201,230,773,435,2158,726,212,212,661,368,280
FBgn0235972,2,6,4,16,18,64,18,6,12,24,22,2
FBgn0235973,49,42,29,65,38,227,43,50,47,61,38,42
FBgn0277139,1,1,1,3,4,21,10,12,12,16,9,7
FBgn0231664,5,0,0,3,0,4,0,2,0,0,0,0
FBgn0235979,2164,1765,1712,1780,1663,8530,1892,1913,2334,1777,1518,1495
FBgn0234336,75,85,68,75,71,414,83,67,102,87,54,50
FBgn0276458,52,42,21,57,54,347,44,35,48,51,48,58
FBgn0276459,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0234089,1565,1145,1193,1526,1114,6078,1292,1392,1409,1660,1218,1102
FBgn0234088,15780,15375,12841,12777,13031,71110,13731,16223,17202,10959,12319,13115
FBgn0234087,6,0,0,0,2,10,0,2,0,3,2,0
FBgn0234086,20,23,1,16,22,79,6,4,18,6,12,10
FBgn0276450,1,0,0,3,0,10,0,3,0,2,3,4
FBgn0234084,31,32,16,8,20,97,2,8,3,4,6,10
FBgn0234083,30864,29869,26990,27110,24001,129443,30687,30389,32784,30676,24372,23184
FBgn0234082,3584,3212,2723,2810,2893,14040,4034,4158,4515,3187,3072,3057
FBgn0276454,0,3,0,4,4,7,0,0,3,0,0,0
FBgn0234080,552,363,448,445,392,1891,550,550,567,453,405,364
