genes,A10_Ta18fBr_a,A11_Ta18fBr_b,A12_Ta18fBr_c,B10_CY07fBr_a,B11_CY07fBr_b,B12_CY07fBr_c,D10_Ta18mBr_a,D11_Ta18mBr_b,D12_Ta18mBr_c,E10_CY07mBr_a,E11_CY07mBr_b,E12_CY07mBr_c
FBgn0239105,69.441963,69.466644,61.7029,61.784096,62.514229,64.120369,68.299957,67.928185,68.593521,62.13203,65.419769,64.023903
FBgn0239106,1.224007,0.515442,1.068171,0.748717,1.162894,0.857924,0.88426,0.645396,0.74093,0.638846,1.0277,1.402619
FBgn0239107,0,0.176739,0,0.064497,0.075828,0.104846,0.285726,0,0,0,0.10533,0
FBgn0239108,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0239109,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0239110,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0239111,4.97985,0,0,0.922669,0.228128,0.064291,0.450163,0,0,0.645863,0.610964,0
FBgn0239112,0,0,0,0,0,0,0,0,0,0,0.051163,0.020063
FBgn0239114,0.28209,0.10388,0.228659,0.315042,0.238676,0.324892,0.161613,0.173087,0.194792,0.316108,0.175745,0.261624
FBgn0239115,3.987228,4.20858,3.427373,3.80771,4.041268,4.331295,2.934954,4.146438,3.222182,4.100186,3.677638,3.061847
FBgn0239117,201.588104,299.506805,293.964661,317.368561,346.135193,346.01181,255.903137,304.76123,314.112549,257.259369,340.229309,369.434631
FBgn0239118,25.708185,25.506319,29.229963,13.072828,14.392709,14.726361,23.785841,23.782377,25.555691,14.025846,14.415631,14.002851
FBgn0239119,0,0.079556,0,0,0,0.034,0.138587,0.170383,0.043125,0,0,0.114941
FBgn0239120,0,0,0.136642,0,0,0,0,0,0,0,0,0
FBgn0239121,0.67593,0.158205,0,0.246037,0,0.256424,0.654446,0,0,0.133472,0,0.168066
FBgn0239122,37.858974,38.106937,42.589409,37.157913,31.81275,33.747902,33.449097,34.340187,39.249054,32.314697,34.683033,33.414547
FBgn0239123,46.88813,42.963951,48.383369,51.261341,47.467552,47.889492,52.288929,42.972202,43.552341,55.903366,56.790276,51.619072
FBgn0239124,37.184185,37.999222,36.903458,29.455261,28.312855,28.916332,38.064301,35.806602,35.960953,31.95376,32.255531,28.952179
FBgn0239125,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0239126,52.979477,138.354889,77.708015,9.568432,26.567787,25.646517,2.143017,1.130362,18.247391,0.616176,2.82052,0.266436
FBgn0239127,18.721062,15.861505,17.410664,14.537251,13.840613,14.792233,18.340364,14.555387,13.815852,14.117262,14.241849,16.51243
FBgn0239128,33.242176,33.28643,33.99762,30.452415,34.33815,32.447872,29.334761,27.015993,32.088783,26.474476,28.936102,24.217428
FBgn0239129,62.780888,51.401314,69.149048,59.41074,51.430344,58.661705,63.150581,60.403851,56.692532,58.473019,48.751835,48.787647
FBgn0239130,111.810684,129.874023,118.416321,94.180382,113.884735,103.557228,102.919548,121.679657,116.595154,91.213799,97.285316,107.302345
FBgn0239131,53.598553,53.700012,49.116787,49.93079,56.183681,55.783134,54.231678,54.738796,55.288174,44.785194,54.652229,59.489662
FBgn0239132,10.240588,5.868009,7.984397,9.411095,4.161797,5.312415,10.910343,7.99578,8.627273,8.687006,7.09658,7.46287
FBgn0239133,42.685608,37.964096,39.686672,19.197599,19.786819,18.152369,28.425161,20.3599,42.683426,27.005798,15.569355,14.771094
FBgn0239134,23.828976,24.843719,23.987402,14.550896,19.014431,17.92683,26.86397,23.615019,25.28779,17.618021,17.035948,17.905336
FBgn0239135,21.225155,20.431747,19.086864,18.058514,18.959261,19.07748,23.339304,20.689337,21.370966,20.666822,19.327953,15.446578
FBgn0239137,28.605558,30.013409,28.427454,27.143944,28.10722,27.02388,27.36973,30.286774,28.37286,30.022314,26.560469,29.604448
FBgn0239138,47.631004,41.92757,49.593624,44.021122,38.173462,44.058613,52.595108,40.045395,48.715405,54.397438,39.230198,39.099213
FBgn0239140,1.875656,1.308289,1.782145,1.891373,1.94887,1.613559,1.490579,1.375484,1.048613,2.250009,1.869474,0.683366
FBgn0239142,35.846836,34.668797,37.646591,37.717861,33.777134,35.8009,35.401939,33.348492,34.867401,35.485798,33.676689,36.738148
FBgn0239143,0,0,0,0,0,0.072793,0,0,0,0,0,0
FBgn0239144,24.657034,22.621319,25.302958,20.222904,24.092039,22.464308,24.403149,25.226755,21.236713,24.606358,24.032068,21.347149
FBgn0239145,80.398438,84.561218,82.809807,74.298073,87.209358,81.562325,74.60836,78.423798,78.906364,75.261635,81.247612,77.226288
FBgn0239147,1.920508,1.833043,1.488508,7.1722,4.932482,5.486321,2.80147,2.089395,2.117715,4.810932,4.199667,4.771778
FBgn0239148,151.647522,131.433838,159.881424,1.332415,1.726279,1.972655,143.465347,137.91246,139.530029,1.315131,2.402686,1.288906
FBgn0239149,29.49312,23.41028,26.632113,20.762205,22.000956,23.264658,27.150043,28.760109,29.27042,23.779818,24.211433,21.637243
FBgn0239150,6.899147,7.569457,7.719248,6.824823,7.701936,7.205558,7.227044,8.47743,7.635297,8.391752,7.562204,8.989985
FBgn0239151,8.886239,11.165066,10.168076,8.349667,8.501338,7.975735,9.088064,11.878333,10.671381,7.416378,7.898836,9.308902
FBgn0239153,14.150116,19.220451,17.251451,11.135834,18.320614,17.397879,13.855144,17.306211,18.631321,11.625012,16.483795,17.556353
FBgn0239155,30.917406,43.880245,39.021782,36.142159,43.834003,42.852757,35.355259,39.811924,40.455936,29.608171,42.144371,47.916393
FBgn0239156,75.525543,85.057571,80.330269,93.447845,107.701218,104.576103,78.469475,86.828522,89.297585,75.787445,98.801559,109.470322
FBgn0239157,74.702789,78.706642,76.586449,56.420696,54.224003,55.340611,72.058228,71.809349,72.858215,55.186543,53.716431,55.816647
FBgn0239158,30.609991,35.496498,42.856197,41.816536,30.900063,34.813671,31.681711,36.47739,40.324749,33.779263,35.634323,30.335005
FBgn0239159,80.55098,88.462364,88.990021,93.290916,93.76371,94.876442,80.598343,84.815598,89.864395,84.105042,99.90715,101.405365
FBgn0239160,8.485624,13.57933,11.372983,12.334407,12.517339,17.169806,10.382412,11.88174,13.046392,11.23579,12.666686,15.295507
FBgn0239161,0.516582,0.161596,0.308933,0.284742,0.435956,0.289436,0.251113,0.528946,0.384766,0.042603,0.222329,0.140903
FBgn0239162,65.031334,64.060089,62.967342,45.431068,45.368198,42.602856,74.772514,67.946564,73.722633,44.551014,49.332787,47.05035
FBgn0239163,49.491138,58.626686,51.965202,50.799854,57.981689,55.768433,48.037857,51.469852,49.804775,51.795708,52.881268,60.979847
FBgn0239165,6.495286,11.55126,9.117799,5.640044,6.566463,6.338927,8.633467,10.731677,11.197902,4.662435,6.766507,7.33684
FBgn0239166,274.393066,265.06839,268.087555,234.024704,237.74675,237.385788,279.293304,275.068634,262.717224,238.199768,233.405487,234.964081
FBgn0239168,0.461063,0.069023,0.355925,0.048863,0,0.070593,0.428391,0.25856,0.527871,0.022862,0.053435,0.055545
FBgn0239169,104.634438,126.505577,121.930916,134.058533,140.947418,137.372406,118.871033,123.946739,124.48243,129.137024,142.979568,142.082733
FBgn0239171,0.018648,0,0.02643,0.17037,0.020782,0.019063,0,0.005301,0,0.036713,0.023574,0.026162
FBgn0239172,0,0,0,0,0,0,0,0,0,0,0.107285,0
FBgn0239174,0.509622,0.195315,0.284441,0.168875,0.381861,0.429493,0.478524,0.379302,0.618639,0.359943,0.546443,0.447931
FBgn0239176,0,0,0,0,0,0,0.14142,0,0,0,0,0
FBgn0239177,0,0,0,0.056797,0,0.038734,0,0.036276,0,0.075824,0.040994,0
FBgn0239178,1.406689,1.335173,0.596413,0.273967,0.124762,0.13481,1.286691,1.193908,1.297991,0.539078,0.252415,0.498208
FBgn0239179,2.678949,2.726483,2.060732,3.213677,3.755118,4.098267,3.093783,2.448684,2.640279,3.03786,3.973937,3.3022
FBgn0239180,1.579196,2.146177,2.319709,2.751205,3.475317,3.655502,2.032154,1.963591,2.284042,2.389147,3.060357,2.492876
FBgn0239181,278.300903,243.938065,286.390015,274.825775,261.059174,266.247284,336.321198,331.907745,304.106506,324.514954,297.265381,271.656586
FBgn0239182,9.697129,7.285907,7.784008,5.293186,7.159092,7.143746,6.477054,8.484982,7.425499,6.548593,5.900441,5.557692
FBgn0239183,0.332534,0.469387,0,0.164703,0.200604,0.097014,0.28504,0.386769,0.184163,0.052541,0.074175,0.190286
FBgn0239184,77.035431,79.748177,73.020645,66.969902,74.780472,74.671982,72.344757,73.596031,75.207825,71.016441,75.133484,77.971191
FBgn0239185,67.442619,63.507362,67.298912,62.57917,62.001366,65.940918,67.074776,64.341049,66.524879,71.476273,66.494217,58.138054
FBgn0239186,46.97541,44.743515,47.343739,49.893265,43.966972,45.716637,44.980701,40.310734,43.889496,58.863197,48.552502,48.516422
FBgn0239187,215.650711,221.245697,221.625519,224.334961,238.587875,249.575836,213.590775,222.297409,227.383102,194.106598,235.705231,256.954102
FBgn0239188,0,0,0,0,0,0,0,0,0.110701,0,0,0
FBgn0239190,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0239191,0,0,0,0,0,0.017617,0,0,0.084223,0,0,0
FBgn0239193,70.200333,73.296791,65.593414,74.644295,87.923973,82.767593,70.496277,75.156242,78.28717,60.386105,87.601395,98.450531
FBgn0239194,0,0,0,0,0,0,0,0,0,0,0,0.421402
FBgn0239195,0,0,0,0,0,0.050783,0.38324,0,0.462432,0.190794,0,0.488305
FBgn0239196,0.037438,0.056171,0,0.046796,0.122938,0.080089,0.067208,0.049582,0.044816,0.015417,0,0.121528
FBgn0239197,58.115574,60.991753,54.601955,55.064346,66.653152,62.234043,55.024422,59.004711,60.874352,45.762264,60.890285,68.557755
FBgn0239198,0,0,0,0.110613,0,0.008363,0.054069,0,0,0,0.135997,0
FBgn0239199,0.460425,0.132262,0.178021,0.182282,0.294513,0.310529,0.169226,0,0.274206,0,0.29037,0.132959
FBgn0239200,0.652027,0.180029,1.067159,0.986479,1.370701,1.454711,0.80227,1.044928,0.471379,1.819305,1.62,2.043883
FBgn0239202,30.409138,31.947357,30.100462,31.366657,32.53553,31.935225,31.751234,30.647768,30.456715,29.960823,30.679371,29.603966
FBgn0239203,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0239204,0.847913,0.205071,0.567429,1.001764,0.349121,0.288439,1.012428,0.189979,0.251414,0.886904,1.070171,0.238252
FBgn0239205,19.51148,22.18689,17.833689,14.248083,17.160385,16.514004,17.456339,19.372829,19.186218,12.960492,15.949835,17.067396
FBgn0239206,219.21051,208.735046,219.885834,198.712296,188.7939,191.04982,213.058868,216.211609,221.220978,228.957962,205.259064,190.151962
FBgn0239207,9.193376,9.103692,7.728855,7.946147,10.132284,9.626966,7.553254,9.65023,9.207339,7.667451,9.76781,10.389353
FBgn0239208,142.902832,96.417557,82.585129,79.936493,82.491219,76.053314,122.749168,133.58197,88.718727,63.338955,99.783379,92.274582
FBgn0239209,44.039333,45.943512,46.285515,35.336109,39.41753,38.130154,41.69838,42.838043,41.112347,33.041058,35.286419,37.538708
FBgn0239210,25.603752,34.213116,29.369104,25.924221,32.933674,31.547024,25.651545,30.548275,29.32338,18.558847,28.68486,35.004284
FBgn0239211,18.004761,17.186436,17.040062,14.284964,13.811478,14.75869,18.815781,15.398575,15.928963,13.320704,13.306525,12.495529
FBgn0239215,0,0,0.047557,0,0,0.041969,0,0,0.054178,0.037816,0,0
FBgn0239216,6.769789,5.067904,4.316088,6.971448,5.418865,4.832316,3.157528,1.920906,3.651306,2.766872,3.206976,3.722102
FBgn0239217,87.480164,77.159096,66.753052,79.73127,85.005318,75.430115,80.413162,79.482193,76.233681,80.172928,85.57531,94.750206
FBgn0239218,4.874798,6.244975,2.112729,8.733231,7.757239,9.227198,3.558039,4.962117,4.911627,5.511579,9.596076,9.449337
FBgn0239219,81.018471,79.16011,72.695007,71.754974,77.891022,79.751251,75.475433,80.036743,77.956902,71.032845,79.686935,84.791191
FBgn0239220,9.289729,11.120379,9.61387,14.182762,14.733653,16.059309,12.240063,10.382252,11.468664,14.761357,17.361689,16.996517
FBgn0239221,43.089066,51.814205,44.827076,41.111725,52.163387,52.003349,40.536667,46.313221,46.901478,31.915554,45.187321,51.46442
FBgn0239222,0.604169,0.061525,0.078467,0.740398,0.360159,0.259544,0.716529,0.377885,0.377028,0.506396,0.464488,0.167378
FBgn0239223,0,0.191512,0.014195,0.294416,0.103711,0.317428,0.162498,0.535073,0.293002,0.013414,0.200175,0.391437
FBgn0239224,0,0.038618,0.172516,0.265262,0.091904,0.243835,0.010865,0.291577,0.204214,0.130205,0.259311,0.217571
FBgn0239225,183.702515,176.565369,179.929565,196.371552,187.527451,205.758453,165.05777,166.207245,167.804276,207.89566,196.128693,203.24588
FBgn0239226,13.77173,9.909008,12.246275,13.3861,10.721066,12.531199,16.004997,15.694213,13.229527,12.68088,11.566366,13.494735
FBgn0239227,27.511702,48.226402,35.206593,40.62534,49.142693,53.64719,30.884069,40.441044,42.151176,25.608456,43.713287,56.029686
FBgn0239228,148.619461,133.35701,144.604645,157.70813,166.408936,147.792007,139.478317,128.139267,133.20665,182.946945,160.259415,150.018753
FBgn0239229,21.691116,21.170832,21.726969,19.010635,22.463097,21.410633,20.998201,22.334671,22.741314,20.546738,23.273024,21.60754
FBgn0239230,0.409614,1.046176,1.000601,0.388815,1.049515,0.729219,1.542555,0.839642,0.536226,0.387637,0.941451,0.833757
FBgn0239231,161.496964,149.450256,144.446762,134.90036,143.544647,151.251358,171.502106,170.911011,145.930466,144.977722,159.727066,162.513412
FBgn0239232,26.049002,27.194633,24.665169,28.232819,26.851501,29.823196,25.116999,26.787888,28.160627,31.341675,30.053318,28.727943
FBgn0239233,30.277836,34.248268,30.567116,31.439356,37.211987,38.247967,29.954329,32.75819,31.594124,25.599916,37.848007,34.312996
FBgn0239234,13.250147,13.037329,12.77051,9.467654,9.398275,9.514165,12.677825,14.175298,11.926664,8.959055,9.889753,10.638997
FBgn0239235,1.976291,1.886567,2.036741,0.625445,0.485945,0.521439,1.835627,2.449344,2.944536,0.901369,0.517858,0.680623
FBgn0239236,0,0,0,0,0,0,0,0,0.062242,0,0,0
FBgn0239239,1.002223,0.958687,0.980983,1.806565,1.817227,1.61527,1.66656,0.874468,1.415838,1.314199,1.920194,2.026998
FBgn0239240,0.158803,0.112827,0,0.08037,0,0.164279,0.532872,0.067241,0,0.116216,0.082803,0.05993
FBgn0239241,82.05275,93.59375,87.639969,111.550301,132.520752,133.74437,97.022247,96.577202,97.647408,84.677246,137.038971,123.633621
FBgn0239242,0.78394,2.064604,1.312099,0.268302,0.750453,0.462951,1.188636,1.141423,1.160628,0.334737,0.538121,0.508056
FBgn0239243,0,0,0.147235,0.067089,0,0.121392,0,0,0.15917,0.239604,0.132795,0
FBgn0239244,23.690741,23.782503,25.096512,25.09902,25.36199,24.298153,24.188538,24.618614,25.176317,20.922426,20.981724,24.782003
FBgn0239245,3.690443,3.527727,3.586055,5.668121,5.543109,4.839034,3.434704,3.054719,3.968786,3.939788,4.873518,4.412493
FBgn0239246,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0239247,1690.385986,1693.103271,1628.394653,1405.850098,1563.826782,1512.969604,1784.648315,1876.916016,1812.937866,1628.032349,1692.301147,1611.334595
FBgn0239248,48.585068,43.084602,44.349674,38.369461,35.288162,36.334072,45.612461,40.770119,38.233185,32.597771,31.129717,31.091471
FBgn0239249,154.543564,149.947632,149.833679,151.437653,154.366058,151.066742,149.724533,132.686874,138.222549,176.30101,148.292404,143.493973
FBgn0239250,0.112187,0.243404,0.073203,0.06478,0.075907,0.05371,0.164146,0.147295,0.140121,0.25871,0,0.134963
FBgn0239251,29.325342,26.73649,27.019424,15.569931,15.807318,11.772816,20.306839,19.280096,21.340336,12.413125,11.861797,9.534113
FBgn0239252,9.923835,9.334855,11.041898,11.274516,11.757663,11.644847,7.896108,9.286858,10.68873,9.66349,10.931601,11.414271
FBgn0239254,0.180096,0,0,0.322679,0.347872,0.254503,0.231101,0.421526,0.301899,0.238272,0.288564,0.224205
FBgn0239255,0,0,0,0,0,0,0,0,0,0.307393,0,0.073114
FBgn0239256,0,0.41779,0.515715,0.098996,0,0.043041,0.286815,0.271364,0.525101,0,0,0
FBgn0239257,0.147952,0.635578,0.166587,0,0.522212,0.128991,0.256596,0.419389,0.312261,0,0.144806,0.1631
FBgn0239258,92.223297,90.803581,87.894302,92.837242,92.573044,85.863686,87.346794,86.15786,91.159714,74.572922,86.654594,89.72274
FBgn0239259,66.272499,74.828209,73.467026,71.10099,75.157318,74.209244,65.766983,73.287697,77.554405,53.409966,72.857536,76.116455
FBgn0239260,2.0702,3.005028,2.153691,1.605515,2.751758,1.91537,1.794827,2.098814,2.711396,2.710181,1.819663,2.325475
FBgn0239261,55.212006,54.595966,52.34037,36.730106,37.857121,37.790962,49.38707,52.158146,51.577045,38.654572,41.282295,41.109188
FBgn0239262,171.215485,177.159698,139.004547,166.597351,183.88237,182.766479,162.903458,171.150543,177.137421,148.854385,160.513809,168.395752
FBgn0239263,106.932762,129.198349,111.972595,106.442039,132.188797,128.659073,98.694626,112.739212,122.978615,90.499634,121.670418,135.063416
FBgn0239265,6.241393,5.886043,5.048836,4.410819,4.720729,4.306802,4.709894,4.600032,5.343634,3.629844,3.516842,4.269011
FBgn0239267,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0239268,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0239269,0,0,0.182649,0,0,0,0,0,0,0,0,0
FBgn0239270,19.438715,16.824974,16.234669,15.215488,13.65202,14.69926,15.175389,14.133562,13.930112,17.610937,12.611375,13.206125
FBgn0239271,8.244025,8.862557,9.473969,6.931623,6.16393,4.096753,9.04715,8.773506,8.647452,2.938151,5.53766,2.296118
FBgn0239272,69.226707,75.182678,68.854843,60.674374,65.921669,63.836914,63.895901,66.877701,75.366203,66.878464,63.109032,60.716328
FBgn0239273,67.699844,72.132523,62.611431,56.791359,51.477745,53.796497,68.709068,64.592659,83.255074,59.614025,57.419689,52.282494
FBgn0239274,85.059914,77.485214,82.945801,71.142448,71.4291,69.254486,80.255745,72.913826,73.82843,82.637047,68.66114,65.714462
FBgn0239276,1.428583,0.53482,0.78864,0.42458,1.011335,0.937974,0.955153,1.585668,0.768832,0.234973,1.292896,1.385498
FBgn0239277,0,0.152931,0,0,0,0.105157,0.171519,0.110675,0,0.095488,0,0.164503
FBgn0239278,34.961342,36.256321,32.45554,30.05744,32.249554,33.73098,30.089943,34.405476,31.31794,33.098412,29.047268,32.191738
FBgn0239281,107.44043,103.541321,93.978165,90.430687,91.621773,96.062126,103.794891,99.29454,98.808289,92.073746,92.445969,98.450958
FBgn0239282,1.582827,1.776111,1.451844,1.193464,1.37038,1.685629,1.09425,1.80492,1.73686,1.677161,1.3715,2.080076
FBgn0239283,1.844408,2.093721,2.568781,1.616202,1.493567,1.633698,1.096615,1.35329,1.569299,1.156419,1.662429,0.926864
FBgn0239284,6.935187,8.04349,6.806408,3.432396,4.22213,4.685306,6.011714,6.147397,6.446347,4.430379,4.15482,4.01238
FBgn0239285,56.250359,46.885723,57.638046,48.53138,50.113007,54.766632,37.634212,39.76149,43.085648,38.390373,46.155998,47.699108
FBgn0239286,21.595009,34.435299,29.096161,24.105722,31.705542,31.352058,23.538078,28.557808,30.185139,17.258713,27.569397,33.337917
FBgn0239287,46.24699,76.128639,60.568443,79.329765,94.25576,96.019661,51.557762,68.699196,72.062088,50.028728,82.835526,89.559563
FBgn0239288,0.066212,0.152332,0.285466,0.044444,0,0.041058,0.062865,0,0.107348,0,0.072543,0
FBgn0239289,0.405342,0,0.471845,0.151213,0,0,0.219098,0.627626,0.353269,0,0,0
FBgn0239291,1.087765,0.647611,0.769406,2.020685,1.697316,1.617684,0.098983,0.351646,0.712405,2.229895,2.29091,3.209298
FBgn0239292,22.16531,20.903551,20.116188,12.473497,11.818692,10.505802,19.069311,19.896227,19.085663,11.657786,9.123326,9.878541
FBgn0239293,14.127162,12.30235,14.563093,10.180994,8.570251,10.713316,11.569221,12.889874,12.231006,12.266615,9.648894,9.873364
FBgn0239294,6.002549,3.919347,4.372681,3.399721,3.352386,3.04594,4.184464,4.877916,4.220673,3.25893,2.20366,2.7628
FBgn0239295,68.471382,74.23304,69.710136,67.257149,77.396248,78.464821,65.557686,71.126205,68.863014,63.282162,73.56395,77.442497
FBgn0239296,35.755825,37.379799,33.93119,36.154076,41.260082,42.590675,32.07132,35.827232,34.818737,39.284649,39.190155,40.490601
FBgn0239297,0.150582,0,0,0.108844,0.127539,0.021552,0,0,0,0.101851,0,0
FBgn0239298,0.055622,0,0,0.033674,0,0.017968,0.052634,0.052674,0.04831,0.05197,0,0.067629
FBgn0239299,0.02156,0,0.036953,0.120559,0,0.04227,0.028468,0.028875,0.070898,0.028203,0,0
FBgn0239301,26.65206,23.993748,23.022724,26.23811,29.902182,28.453257,28.352083,27.69462,29.724243,21.681595,26.180122,27.955589
FBgn0239302,297.65036,260.846344,282.217957,243.847504,255.094772,265.412109,266.341431,243.425797,255.217926,242.3181,225.565598,230.31459
FBgn0239304,86.223282,74.399963,92.717018,80.077766,95.132179,99.789986,58.801155,76.306038,72.535759,85.705772,107.377495,92.508499
FBgn0239305,4.248108,4.676501,3.942199,9.186878,12.303441,9.219411,4.598793,2.749273,3.614017,7.370758,7.521918,7.140604
FBgn0239306,12.927296,18.154446,16.033678,24.94421,19.021484,19.94162,11.454849,14.043407,12.758141,16.916975,15.30275,16.537237
FBgn0239307,8.637807,12.400869,12.181621,7.105193,9.871396,10.004691,9.279739,10.781981,10.003213,8.389821,7.027096,6.373856
FBgn0239308,3.625603,6.178463,5.81821,7.092832,5.192266,5.519699,3.068565,4.907038,5.725904,3.962076,4.096963,4.316678
FBgn0239309,0,0,0,0,0,0.004259,0.100413,0,0,0,0,0
FBgn0239310,0,0,0,0.020455,0,0.029931,0.031792,0,0,0,0.088882,0
FBgn0239313,85.738388,84.688232,78.143478,81.364906,87.10244,84.615799,76.778854,83.384132,79.757965,82.105385,81.573982,93.190048
FBgn0239316,5.606813,7.160583,5.450012,6.742188,7.201942,6.887892,5.219392,5.657764,6.519874,4.549145,5.522531,6.007513
FBgn0239317,0,0,0,0,0,0.007486,0,0,0.020414,0,0,0
FBgn0239318,0.11856,0.160782,0,0,0,0.034925,0.112441,0,0,0.034579,0,0.119487
FBgn0239319,31.98768,31.363289,35.039494,27.70429,30.41927,29.942574,31.183014,32.604797,29.780157,33.216797,33.360142,35.187794
FBgn0239320,31.073616,28.415854,26.470459,24.217705,24.890306,23.075333,30.814823,27.40415,28.618212,21.678185,23.895359,22.379738
FBgn0239321,0.716335,0,0.984516,2.144958,1.7043,1.016649,0.954233,0.649684,0.835681,1.823844,1.521412,0.976627
FBgn0239322,3.247921,3.467885,3.878951,4.53265,3.604756,4.548577,4.825974,3.861829,3.916248,2.287874,4.09639,3.656948
FBgn0239323,0,0.071691,0,0.232531,0.185222,0.286849,0,0.081821,0.119875,0.204951,0.174829,0.33712
