genes,A07_w501fBr_a,A08_w501fBr_b,A09_w501fBr_c,B07_FA03fBr_a,B08_FA03fBr_b,B09_FA03fBr_c,D07_w501mBr_a,D08_w501mBr_b,D09_w501mBr_c,E08_FA03mBr_b,E09_FA03mBr_c
FBgn0184190,24.30773,27.296751,23.738491,23.671862,23.793745,24.700762,23.775429,26.318022,24.033953,24.188589,26.051147
FBgn0184191,15.675432,19.78315,13.982074,14.48736,15.054432,14.872392,15.793499,14.874813,15.652613,14.265864,15.219419
FBgn0184192,1.271452,0.907982,0.515239,1.784232,1.868683,1.155574,0.894152,1.358319,0.850432,0.669537,0.631891
FBgn0184193,43.377838,51.118359,51.195839,29.423916,32.158642,42.004421,43.816422,49.63097,47.275223,36.860092,35.910629
FBgn0184194,46.725494,50.865887,50.31007,34.542614,31.002279,33.89896,46.0294,48.612114,48.350121,37.129498,34.208496
FBgn0184196,4.682771,5.003652,4.304595,3.44498,3.819993,3.773309,8.188107,5.233726,5.101517,3.09134,4.747213
FBgn0184197,0.03137,0,0,0.195054,0.102659,0.067826,0.03975,0.04648,0,0.074343,0.121879
FBgn0184198,67.251747,72.180222,66.636009,49.914551,51.920731,48.491306,76.662903,78.30439,72.362755,47.392418,46.745895
FBgn0184199,3.663701,4.125829,3.659058,4.310074,3.499168,4.001534,4.581456,4.552765,4.440376,5.534766,4.444304
FBgn0184200,357.847015,412.630341,403.459167,363.516663,374.84549,388.451935,317.593475,361.097839,345.259918,333.902954,290.473755
FBgn0184201,1.858604,1.632142,1.663419,1.28522,1.525547,1.365265,1.364331,1.057605,1.670492,0.699812,1.382372
FBgn0184203,130.108353,124.968826,122.676125,152.041458,148.386551,132.812698,126.734871,122.737122,122.83477,141.262222,138.239197
FBgn0184204,2.37622,1.579421,0.947095,0.952595,0.619865,0.742531,1.771347,0.90164,1.436263,0.945545,0.240398
FBgn0184205,27.239141,27.214226,27.790087,25.336103,25.331308,39.572723,28.359159,29.258652,30.324732,34.453796,35.128086
FBgn0184207,18.183416,14.552492,23.10463,8.084098,5.227316,4.25265,26.088219,16.120701,15.899047,6.554306,12.24596
FBgn0184209,400.857666,402.150085,389.053925,336.14856,349.809326,352.763184,371.208466,415.885712,412.126038,382.535248,393.944489
FBgn0184210,89.991959,46.83831,66.1334,25.350397,23.326365,19.430456,194.372238,118.018761,101.118149,29.006365,35.656803
FBgn0184211,20.578062,22.531994,21.622465,18.506468,21.251558,19.152586,18.817684,21.334246,21.282307,22.356422,22.115753
FBgn0184212,0,0,0,0,0,0,0,0,0,0,0
FBgn0184213,0.062619,0,0,0,0,0,0,0,0,0,0
FBgn0184214,0,0,0,0,0,0,0,0,0,0,0
FBgn0184216,0,0,0.313464,0,0,0,0.062724,0.090295,0,0,0
FBgn0184217,0,0.305449,0,0.43061,0,0,0.468754,0.152355,0,0.163447,0.322104
FBgn0184219,0,0,0,0.306156,0.155299,0,0.075576,0,0,0,0
FBgn0184220,3.931639,1.088701,1.865659,1.213632,0.381589,0.988581,6.267198,3.755696,2.66783,0.517936,0.878499
FBgn0184221,0,0,0,0,0.144683,0,0,0,0,0.237055,0
FBgn0184223,0,0,0,0,0,0,0,0,0,0,0
FBgn0184224,0,0,0,0,0.103187,0,0,0,0,0,0
FBgn0184225,0.851059,0.289068,0.607265,0.875326,1.212985,1.14413,0.39101,0.310367,1.352967,0.742101,1.300517
FBgn0184226,0,0,0,0,0,0,0,0,0,0,0
FBgn0184227,0,0.389748,0.219172,0,0,0,0,0,0,0,0
FBgn0184228,11.560715,11.291306,11.427257,4.268956,3.847751,1.218362,11.002934,6.321827,7.50794,4.772978,1.996916
FBgn0184229,0.504694,0.755484,0,0.255866,1.141369,0.794325,0.194313,0,0.200136,0.271925,0.509052
FBgn0184230,2.544395,1.230257,1.030057,0,0,0,0.174167,0.138736,0.446704,0,0
FBgn0184231,6.092447,6.232531,5.670942,5.470755,8.115468,7.580712,5.97039,6.892798,7.2186,5.89932,6.153873
FBgn0184232,18.554705,17.198792,16.815342,22.991552,27.69285,28.503519,15.487431,14.687336,13.418991,29.856428,26.210003
FBgn0184233,68.998276,61.668034,63.906933,52.151012,52.450684,47.312859,59.276413,59.814026,54.709789,46.288769,50.441689
FBgn0184234,13.203558,13.676608,12.844512,12.521762,11.55787,12.927922,12.675305,13.430184,14.639284,11.294267,13.644759
FBgn0184237,0.165126,0.177302,0,0,0,0.278445,0.319056,0.155711,0.071885,0,0
FBgn0184238,0.131879,0,0.113742,0,0,0,0,0,0,0,0
FBgn0184239,23.80335,26.227959,22.655384,25.017063,26.938049,38.672829,18.41531,20.802082,17.878189,27.13703,23.403742
FBgn0184240,0.43393,0.262913,0.496879,0.489615,0.368276,0.535904,0.432854,0.656013,0.558801,0.580812,0.425893
FBgn0184241,47.388908,43.954357,40.919144,56.935757,47.908665,47.764954,43.167728,46.219879,48.19635,44.386089,47.784698
FBgn0184242,150.478989,160.369614,169.490021,164.355988,161.298401,183.038971,162.957626,155.233505,175.049957,166.726807,172.940399
FBgn0184243,16.706936,18.259861,20.414007,13.467357,12.603702,13.319324,16.817572,17.072598,19.820534,13.876157,13.839602
FBgn0184244,0.085537,0.113761,0.13844,0.168998,0.126269,0.249968,0.1837,0.223241,0.313111,0.227944,0.108769
FBgn0184245,12.765885,15.264653,13.336156,11.193606,10.715535,9.949199,13.565481,14.410508,14.49542,10.638162,11.108018
FBgn0184246,249.627457,243.597824,235.790482,218.931961,236.289169,205.54216,222.82666,224.34346,226.90802,197.459534,208.225555
FBgn0184250,42.540428,46.382282,46.293846,38.82296,41.945316,44.950909,45.808086,43.343742,48.568687,42.822468,46.467251
FBgn0184251,54.511051,54.847431,52.795948,51.200771,51.894741,57.108616,47.853096,53.820793,49.54184,51.416702,44.321869
FBgn0184252,10.615429,10.461251,8.751107,10.671523,10.698345,9.970903,9.949275,9.633698,10.156112,11.087192,11.810001
FBgn0184253,54.578434,61.027977,64.751732,57.987392,57.085529,67.122368,53.23188,55.663807,60.658176,63.778809,64.576759
FBgn0184256,24.183081,26.743614,26.815514,24.720192,25.95896,30.009394,26.758018,27.179455,29.682167,29.982128,30.864544
FBgn0184257,102.93042,120.015045,118.084084,73.405838,80.247162,81.443756,96.01561,111.383194,103.233177,77.892776,74.686531
FBgn0184258,56.783997,74.691185,65.514763,62.883884,65.342598,94.705864,60.497986,61.640007,54.534157,75.856468,67.427544
FBgn0184259,89.69989,96.491524,88.720932,79.459839,79.071548,107.40799,74.05381,85.420799,61.742413,71.540649,63.943523
FBgn0184260,0.337977,0.191088,0.334932,0.168638,0.400631,0.521117,0.428438,0.322083,0.164884,0.005619,0.465434
FBgn0184261,64.25988,65.223396,60.07349,73.463524,74.768959,78.438339,51.119122,56.1731,48.088814,58.506504,47.760792
FBgn0184262,82.107109,83.327202,90.205498,76.754982,76.748161,68.260338,71.369102,79.528435,78.162544,65.884468,57.467495
FBgn0184263,74.633934,86.216629,73.6287,75.517311,64.096031,99.276169,65.609001,70.409073,64.548286,75.209518,63.664463
FBgn0184264,653.522278,672.425537,634.708252,727.729858,729.742249,815.8526,660.695007,704.506226,674.607605,825.719788,732.044922
FBgn0184266,47.174545,52.589394,50.00658,51.300087,54.001034,57.165741,53.211445,55.749401,57.327908,49.280235,51.416401
FBgn0184267,1.211248,1.034733,0.727916,0.724314,1.38725,1.131043,1.385505,1.40668,1.271569,0.824472,0.808881
FBgn0184268,0,0,0,0,0,0,0,0,0,0,0
FBgn0184269,0,0.28907,0,0.069271,0.184193,0.286533,0.051905,0.067256,0,0,0.140686
FBgn0184270,0,0,0,0,0,0,0,0,0,0,0
FBgn0184271,0,0,0,0,0,0,0,0,0,0,0
FBgn0184272,0,0,0,0,0,0,0,0,0,0,0
FBgn0184273,0,0,0,0,0,0,0,0,0,0,0
FBgn0184274,0,0,0,0,0,0,0,0,0,0,0
FBgn0184275,0,0,0,0,0,0,0,0,0,0,0
FBgn0184276,0,0,0,0,0,0,0,0,0,0,0
FBgn0184277,0.051963,0,0.192336,0,0.069606,0.056743,0,0,0.094182,0,0
FBgn0184278,17.114265,22.185371,20.448841,21.50209,22.565247,20.438404,21.547665,20.354259,21.000444,20.892769,21.522123
FBgn0184279,60.681713,65.619095,64.944092,67.188103,68.45295,71.524818,64.343178,62.467426,65.356956,71.636971,73.532112
FBgn0184280,11.708676,14.052177,11.333443,9.680482,9.966175,9.389209,11.700632,10.996009,12.517971,11.120218,10.173065
FBgn0184281,243.628845,236.661362,241.656891,230.762466,237.077408,229.39653,231.123962,247.346741,249.904633,240.657059,239.311264
FBgn0184282,0,0,0,0,0,0,0,0,0,0,0
FBgn0184283,0,0,0,0,0,0,0,0,0,0,0
FBgn0184284,0,0,0,0,0,0,0,0,0,0,0
FBgn0184285,122.696793,117.14962,117.718956,107.24292,118.377716,110.101143,110.045242,113.58004,114.906265,116.717674,109.694275
FBgn0184286,0.286023,0.276662,0.274336,0.285793,0.616425,0.306525,0.37693,0.315493,0.230624,0.351497,0.591234
FBgn0184287,0,0,0,0,0,0,0,0,0,0,0
FBgn0184288,71.820946,72.952591,78.048462,59.434116,59.477501,54.144234,66.462311,77.796204,83.432404,71.36869,64.013176
FBgn0184289,19.291561,24.721626,19.563663,23.863302,22.616922,24.945312,23.063471,23.422419,24.153639,24.731657,23.32119
FBgn0184290,207.417542,220.261734,201.829391,195.692978,186.466431,184.24942,201.439819,226.373764,221.414993,199.458115,190.376633
FBgn0184291,0.088221,0.177063,0,0,0,0.193968,0.002491,0,0,0.235597,0.097249
FBgn0184292,0.049263,0,0,0,0,0.053796,0,0,0,0.040649,0
FBgn0184293,0,0,0,0.053105,0,0,0,0,0,0.050813,0
FBgn0184296,24.325897,25.448719,24.311495,23.643446,20.874609,21.411158,25.468975,24.002277,27.128662,21.890306,24.041067
FBgn0184297,4.731227,6.474787,5.352225,6.586477,6.251088,8.283071,5.889564,6.112661,6.868499,9.2214,8.222228
FBgn0184298,18.616982,21.605043,16.324917,17.142094,18.470144,20.15646,18.020775,23.110456,21.218866,18.352804,17.388124
FBgn0184299,212.008774,222.325195,230.836456,244.904236,257.589996,245.337891,229.446655,213.513336,238.877472,247.842468,246.441422
FBgn0184300,21.431021,26.430887,23.860468,21.607464,21.163105,23.633015,23.340143,23.97403,24.873175,21.471628,23.177725
FBgn0184301,0.376404,0.187292,1.014396,0.895471,1.149643,0.411034,0,0.831716,1.127913,0.302344,0.412845
FBgn0184302,0,0,0.023707,0,0.052328,0.043859,0.059356,0,0,0,0.11502
FBgn0184303,0.914599,0.551599,1.208242,0.22847,0.131609,0.133652,1.744476,1.428936,1.109159,0.170124,0.282622
FBgn0184304,0.392956,0.36843,0.33685,0.642944,0.685547,1.063433,0.38526,0.538241,0.539571,0.759667,0.728968
FBgn0184305,14.481545,16.962736,15.620707,12.962362,14.344719,14.692968,13.240153,14.501347,14.856744,13.913117,12.646735
FBgn0184306,19.732374,24.243288,23.745567,33.721943,34.895473,28.621277,17.381945,19.994474,21.479435,23.868486,43.339008
FBgn0184307,0.327375,0.126979,0,0.129165,0,0.276351,0.898665,0.755811,0.40684,0.734196,0.208759
FBgn0184308,0,0.161317,0.158218,0.157486,0,0.342244,0,0,0,0.101964,0
FBgn0184309,0.165432,0,0.091898,0.078244,0,0,0,0,0,0,0
FBgn0184310,0,0,0,0,0,0,0.135864,0,0,0,0.094656
FBgn0184311,0,0,0,0,0.068035,0,0,0,0,0,0
FBgn0184313,0.097356,0,0.214655,0.195691,0.167565,0.462569,0.084823,0.128229,0.101931,0.339528,0.314634
FBgn0184314,0.233167,0,0,0.219421,0.069175,0.384581,0.059217,0.323344,0,0.23933,0
FBgn0184315,64.009743,78.204674,77.563812,65.527229,67.934677,84.061127,67.630966,73.433342,67.896027,73.866302,67.942467
FBgn0184316,11.140051,14.689366,12.263038,7.667552,8.739897,8.493927,10.233707,11.871885,12.336618,8.344065,7.668392
FBgn0184317,48.839836,52.330669,50.473885,53.932407,49.94894,46.629078,54.439648,53.884747,55.125782,49.413738,53.315208
FBgn0184318,0,0,0,0,0,0,0,0,0,0,0
FBgn0184319,0,0,0,0,0,0,0,0,0,0,0
FBgn0184320,0,0,0,0,0,0.32793,0,0,0,0,0
FBgn0184321,0.108325,0.037083,0,0,0,0,0.122448,0,0.060076,0,0.087646
FBgn0184323,0,0.05325,0,0.118714,0.18184,0,0,0,0,0,0
FBgn0184324,27.464058,30.199434,22.516943,22.020372,17.585299,18.505966,24.768814,25.745298,28.875269,22.703335,20.755678
FBgn0184325,57.010563,57.526772,51.601719,42.516903,44.055595,44.656494,45.827892,47.265656,45.159958,41.802795,39.946011
FBgn0184327,38.417042,42.628296,43.802303,31.032471,30.814896,38.829128,37.041325,38.931225,44.051956,33.273643,34.946056
FBgn0184329,0.479058,1.778802,1.906459,1.381718,0.967957,0.928257,1.886261,0.373035,0.995653,1.200887,1.045671
FBgn0184330,3.125444,3.469798,3.899028,5.639221,4.171145,4.323125,3.678269,2.620869,3.912656,4.373044,4.466671
FBgn0184331,126.76976,131.738724,124.156258,131.77182,124.429214,152.683624,103.098701,124.155273,119.826187,128.474884,120.122108
FBgn0184332,1.080585,2.272735,1.408401,1.059249,1.06588,1.307746,0.725775,1.137915,1.84748,1.054446,0.952972
FBgn0184334,0.178515,0,0.193041,0.091113,0,0.568896,0.243503,0.088759,0.071031,0.095221,0
FBgn0184336,0.24961,0.235118,0.227036,0.183235,0.371167,0.131284,0.199843,0.485113,0.339635,0.242431,0.534781
FBgn0184337,0.037608,0.053969,0,0,0,0,0,0,0,0.058146,0
FBgn0184338,0.26487,0.25275,0.145842,0.258826,0.14058,0.271861,0.194752,0.413374,0.122544,0.056969,0.145014
FBgn0184339,0,0,0,0,0,0,0.122923,0.160344,0,0.11949,0
FBgn0184340,24.200888,26.743868,23.506207,21.571058,20.963276,24.375011,19.566095,21.255014,19.987291,22.142809,21.07729
FBgn0184341,2.561604,3.129283,4.028111,2.623611,3.056791,3.618432,2.996356,3.492718,3.590879,4.085033,3.257611
FBgn0184343,36.119167,33.196014,32.326862,108.024765,91.825104,84.595665,31.630867,27.840317,31.099371,76.161362,68.545731
FBgn0184344,15.812829,12.589794,12.193965,8.395025,8.65934,9.726902,7.724974,8.733958,9.160227,7.969589,7.927608
FBgn0184345,0,0,0,0,0,0,0,0,0,0,0
FBgn0184347,8.890714,10.268458,8.487506,9.596271,9.490225,9.950575,7.764487,8.288725,6.682323,6.620915,7.473384
FBgn0184349,0.412592,0.063001,0.159771,0.152218,0,0,0.292221,0.205568,0.323239,0.080615,0.082468
FBgn0184350,0,0,0,0,0,0,0,0,0,0,0
FBgn0184352,0.264594,0.131438,0.685426,0,0.078668,0,0.199965,0.128428,0,0,0
FBgn0184353,0.584502,0.901399,0.748791,0.059239,0,0.213391,0.808119,0.73313,0.629347,0.093868,0
FBgn0184354,51.570671,55.241402,50.571285,49.394474,53.749874,50.378391,44.960007,52.238094,50.392838,46.251469,48.806923
FBgn0184356,44.627552,49.932396,49.525959,38.407471,40.688847,42.155331,41.627377,45.842072,44.690819,41.274128,37.142574
FBgn0184357,3.947536,3.974059,3.479217,2.566059,2.682958,2.568681,3.632816,4.351305,4.810331,2.24044,2.289884
FBgn0184358,0.026241,0,0.029154,0.050985,0,0.057311,0,0,0.020953,0,0.028446
FBgn0184359,23.88888,21.456186,24.307034,19.429548,18.637901,16.564026,24.311649,21.788967,23.921837,16.828922,15.906474
FBgn0184360,3.251586,3.288102,2.214683,2.198083,2.056758,2.613679,3.211561,2.744169,2.163137,2.591919,2.25831
FBgn0184362,43.876781,51.068535,50.762962,47.615673,44.275551,50.409195,46.589149,47.178707,51.775593,51.949947,52.933487
FBgn0184363,219.656815,226.490189,231.75798,227.931946,219.679459,240.302933,201.578598,217.079697,226.729568,222.220291,214.462753
FBgn0184364,8.253955,9.415025,8.912234,8.395049,8.498011,11.339649,7.268278,7.806426,7.810528,9.303327,7.893225
FBgn0184365,47.169426,45.67804,39.068203,38.553394,42.603432,39.816242,46.986149,47.009174,48.272594,42.505447,42.967072
FBgn0184366,16.566389,15.980756,17.102283,15.24818,15.960338,16.049103,18.192017,15.543307,18.328615,16.320564,17.112888
FBgn0184368,89.102058,101.564972,113.303543,87.176537,95.570595,101.624077,82.946983,94.443832,94.877792,104.593941,90.514183
FBgn0184369,0.111621,0.033027,0.253383,0.042687,0.012679,0.128916,0.150826,0.426399,0.036215,0.149589,0.039802
FBgn0184370,14.655203,17.328358,14.188263,13.509745,11.327006,11.926573,13.890556,13.445216,16.492531,12.123003,12.659231
FBgn0184371,13.549416,15.082738,13.254275,14.55577,12.051223,13.556246,13.585158,12.673025,14.593535,13.1932,13.34588
FBgn0184372,33.647884,46.606583,35.789104,33.743176,37.487736,40.005493,30.504536,35.554066,33.356037,39.010075,35.409611
FBgn0184374,73.416336,82.245979,81.094795,88.576828,81.075378,138.445084,75.32634,73.654747,63.883018,92.317467,96.683823
FBgn0184375,375.158325,384.501465,374.755554,236.934555,224.521362,220.317169,348.925354,340.776886,337.812012,258.214966,257.057739
FBgn0184378,190.861053,206.919067,221.748093,222.871643,216.048645,231.404724,190.475754,200.187805,169.896881,149.807602,160.845825
FBgn0184379,2.449082,1.817887,2.320748,1.351596,1.368606,1.60046,2.218791,2.03866,1.767809,1.439753,1.465014
FBgn0184380,20.453857,21.229254,16.973719,20.121954,14.594821,15.757482,19.357113,20.704929,23.040087,17.560677,13.527562
FBgn0184381,49.136047,54.747581,57.60685,45.874287,51.709656,50.652962,46.729492,49.462925,54.357376,49.429756,52.565678
FBgn0184382,146.118484,151.666977,146.091583,105.747772,116.92234,125.533188,137.416336,154.839493,144.656219,114.371574,109.873428
FBgn0184383,0.180448,0,0.198509,0.179762,0.058822,0,0,0.334792,0.146312,0,0
FBgn0184384,8.936272,9.200147,9.981961,10.96947,11.749197,10.74165,10.921597,9.910329,12.559024,10.84509,10.962179
FBgn0184385,0,0,0,0,0,0,0,0,0,0,0
FBgn0184386,0,0,0,0,0,0,0,0,0,0,0
FBgn0184387,45.681355,47.533524,48.580917,42.630798,44.606617,51.071075,40.149933,44.194485,47.424202,41.072884,40.502468
FBgn0184389,0.73768,0.133821,0.178338,0,0,0,1.390174,0.222792,0.934953,0,0
FBgn0184390,0.4482,0,0,0,0,0,0.120289,0,0,0,0
FBgn0184391,0,0,0,0,0,0,0,0.081799,0.064366,0,0
FBgn0184392,0.090377,0.105468,0.132583,0.150998,0,0.13781,0.032444,0.106865,0.044433,0.059078,0.060935
FBgn0184393,21.827957,19.893526,21.970411,21.618694,16.598719,16.903278,22.063129,21.202568,22.876833,16.526081,21.44117
FBgn0184394,0,0,0,0.063297,0,0,0.027551,0,0.057907,0,0
FBgn0184396,0.903679,0.591528,0.771063,0.719484,0.65601,0.547132,1.048932,0.503278,0.838094,0.897795,0.597278
FBgn0184397,0.524234,0.571089,0.29823,0.170667,0.304487,0.188455,0.137118,0.333254,0.215371,0.314827,0.539042
FBgn0184399,0,0,0,0,0,0,0,0,0,0,0
FBgn0184402,0.331459,0,0,0,0,0,0,0,0,0,0
FBgn0184403,0,0,0,0.181385,0.126724,0.133456,0,0,0,0.205167,0
FBgn0184406,0.329275,0.730194,0.858051,1.193808,0.865199,0.943233,0.283758,0.175984,0.440449,1.096527,0.727793
FBgn0184407,44.984806,45.212429,44.439079,48.460724,43.528732,44.141376,47.007496,48.738735,50.055164,45.664116,50.352791
FBgn0184408,67.041893,66.736488,62.926449,44.454788,43.223598,34.210819,85.794083,78.84803,86.340218,47.464127,52.415073
FBgn0184409,27.601324,31.945753,28.350111,25.261116,29.139204,28.760349,25.180862,26.894447,27.685825,27.52928,27.271038
FBgn0184410,2.700286,3.131579,3.000019,2.965876,3.289622,3.545536,2.484076,2.820921,2.011966,4.311443,2.386111
FBgn0184411,0,0,0,0,0,0,0,0,0,0,0
FBgn0184412,0,0.071129,0,0,0.034058,0.041018,0,0,0,0,0
FBgn0184413,0,0,0,0,0,0,0,0,0,0,0
FBgn0184414,0.27988,0.190974,0.202868,0.27641,0.443325,0.555385,0.143415,0.08061,0.053377,0.460774,0.156764
FBgn0184416,0.138657,0,0,0,0,0,0.080671,0,0,0,0
FBgn0184417,0,0,0,0.1646,0.103828,0.03024,0.077504,0,0,0.059481,0.088743
FBgn0184418,0,0.032805,0.094288,0,0,0,0,0.021094,0.013389,0,0
FBgn0184419,127.875099,144.254349,145.453842,105.548241,109.754143,137.326248,115.423607,129.853668,127.243568,122.116173,108.711815
FBgn0184420,376.113983,405.918823,432.123047,355.662811,339.672241,353.543976,396.161774,371.237579,411.952759,373.254333,397.499298
FBgn0184421,20.346251,22.588289,20.078352,32.677662,33.963192,29.280392,20.815212,25.559214,24.241249,27.569929,30.747038
FBgn0184422,122.74971,143.366364,140.535019,125.572075,133.018692,149.470566,123.89502,134.276215,133.753952,139.288254,141.270828
